Training model with 10 epochs and learning rate 0.001 --------------------
Epoch 1/10	 Loss = 14549.0897
Epoch 2/10	 Loss = 3684.5663
Epoch 3/10	 Loss = 356738.5572
Epoch 4/10	 Loss = 3504.3738
Epoch 5/10	 Loss = 3502.6093
Epoch 6/10	 Loss = 3501.3870
Epoch 7/10	 Loss = 3500.8006
Epoch 8/10	 Loss = 3500.0812
Epoch 9/10	 Loss = 3499.4833
Epoch 10/10	 Loss = 3499.1860
