epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,19758.8,0.61891,1.8944,0.84693,0.64268,0.56554,0.59153,0.53857,0.5053,1.55182,0.82017,2.57152e-05,2.57152e-05,2.57152e-05
26,20533.1,0.61061,1.86021,0.84548,0.63372,0.58344,0.60193,0.55097,0.50219,1.51122,0.81945,2.4745e-05,2.4745e-05,2.4745e-05
27,21308.7,0.61106,1.81869,0.84693,0.64815,0.56868,0.61199,0.5588,0.50302,1.48186,0.81993,2.37748e-05,2.37748e-05,2.37748e-05
28,22093.3,0.61303,1.80357,0.84512,0.66241,0.58751,0.6219,0.56727,0.4999,1.46413,0.81855,2.28046e-05,2.28046e-05,2.28046e-05
29,22858.9,0.60359,1.76444,0.84371,0.67182,0.58246,0.62959,0.57563,0.497,1.43788,0.81826,2.18344e-05,2.18344e-05,2.18344e-05
30,23627.4,0.60403,1.74709,0.84198,0.62807,0.6096,0.63659,0.58256,0.4943,1.41024,0.81727,2.08642e-05,2.08642e-05,2.08642e-05
31,24405.1,0.60029,1.72233,0.84442,0.64164,0.61788,0.64192,0.58774,0.49056,1.38777,0.81609,1.9894e-05,1.9894e-05,1.9894e-05
32,25211,0.59892,1.69147,0.84181,0.66353,0.61141,0.6463,0.59137,0.49017,1.3774,0.81668,1.89238e-05,1.89238e-05,1.89238e-05
33,26094.9,0.60334,1.67589,0.84514,0.67593,0.61949,0.65494,0.59817,0.48779,1.35359,0.81589,1.79536e-05,1.79536e-05,1.79536e-05
34,26959.1,0.59904,1.64916,0.84461,0.66818,0.63175,0.65977,0.60418,0.48526,1.33515,0.81635,1.69834e-05,1.69834e-05,1.69834e-05
35,27786.9,0.59585,1.64932,0.84127,0.69281,0.61491,0.663,0.60761,0.48246,1.32293,0.815,1.60132e-05,1.60132e-05,1.60132e-05
36,28627.7,0.59035,1.64057,0.84238,0.64801,0.65698,0.66703,0.61091,0.48166,1.31064,0.81504,1.5043e-05,1.5043e-05,1.5043e-05
37,29458.4,0.58477,1.6076,0.84096,0.70203,0.62702,0.67023,0.61477,0.48153,1.30064,0.81502,1.40728e-05,1.40728e-05,1.40728e-05
38,30249.2,0.58957,1.59315,0.8397,0.71419,0.63427,0.67698,0.62081,0.4799,1.2824,0.81484,1.31026e-05,1.31026e-05,1.31026e-05
39,31032.8,0.59042,1.59039,0.84098,0.6808,0.65003,0.67861,0.62094,0.47963,1.27231,0.81461,1.21324e-05,1.21324e-05,1.21324e-05
40,31792.8,0.58453,1.58605,0.84075,0.70116,0.6439,0.68727,0.63107,0.47718,1.2609,0.8143,1.11622e-05,1.11622e-05,1.11622e-05
41,32550.5,0.55747,1.73918,0.83343,0.65191,0.63095,0.66024,0.60289,0.49634,1.31886,0.81782,1.0192e-05,1.0192e-05,1.0192e-05
42,33305.8,0.5434,1.66478,0.83314,0.70409,0.63158,0.66983,0.61114,0.49162,1.28462,0.81645,9.2218e-06,9.2218e-06,9.2218e-06
43,34069.8,0.53594,1.65178,0.83008,0.70152,0.63259,0.67846,0.61894,0.48824,1.26379,0.81578,8.2516e-06,8.2516e-06,8.2516e-06
44,34814.5,0.53086,1.62309,0.83085,0.69189,0.64051,0.68223,0.62319,0.48617,1.25601,0.81525,7.2814e-06,7.2814e-06,7.2814e-06
45,35547.8,0.53944,1.61345,0.83148,0.68412,0.6488,0.68662,0.62849,0.48291,1.2407,0.81474,6.3112e-06,6.3112e-06,6.3112e-06
46,36291.7,0.527,1.5871,0.83039,0.68515,0.65224,0.68783,0.62913,0.48125,1.234,0.81407,5.341e-06,5.341e-06,5.341e-06
47,37045.9,0.52811,1.57911,0.82877,0.69379,0.65327,0.69064,0.63174,0.48065,1.22477,0.81421,4.3708e-06,4.3708e-06,4.3708e-06
48,37794.3,0.53134,1.58349,0.8294,0.69747,0.6507,0.69207,0.63429,0.47926,1.22233,0.81406,3.4006e-06,3.4006e-06,3.4006e-06
49,38565.7,0.52516,1.57742,0.82622,0.70487,0.64972,0.69405,0.63664,0.47846,1.21714,0.8137,2.4304e-06,2.4304e-06,2.4304e-06
50,39308.7,0.52581,1.56607,0.82538,0.69855,0.65152,0.69307,0.63527,0.4795,1.21612,0.81364,1.4602e-06,1.4602e-06,1.4602e-06
